SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,POPESTIMATE2019
50,3,6,21,189,Kentucky,Owsley County,4755,4415
50,3,6,21,191,Kentucky,Pendleton County,14877,14590
50,3,6,21,193,Kentucky,Perry County,28712,25758
50,3,6,21,195,Kentucky,Pike County,65024,57876
50,3,6,21,197,Kentucky,Powell County,12613,12359
50,3,6,21,199,Kentucky,Pulaski County,63063,64979
50,3,6,21,201,Kentucky,Robertson County,2282,2108
50,3,6,21,203,Kentucky,Rockcastle County,17056,16695
50,3,6,21,205,Kentucky,Rowan County,23333,24460
50,3,6,21,207,Kentucky,Russell County,17565,17923
50,3,6,21,209,Kentucky,Scott County,47173,57004
50,3,6,21,211,Kentucky,Shelby County,42074,49024
50,3,6,21,213,Kentucky,Simpson County,17327,18572
50,3,6,21,215,Kentucky,Spencer County,17061,19351
50,3,6,21,217,Kentucky,Taylor County,24512,25769
50,3,6,21,219,Kentucky,Todd County,12460,12294
50,3,6,21,221,Kentucky,Trigg County,14339,14651
50,3,6,21,223,Kentucky,Trimble County,8809,8471
50,3,6,21,225,Kentucky,Union County,15007,14381
50,3,6,21,227,Kentucky,Warren County,113792,132896
50,3,6,21,229,Kentucky,Washington County,11717,12095
50,3,6,21,231,Kentucky,Wayne County,20813,20333
50,3,6,21,233,Kentucky,Webster County,13621,12942
50,3,6,21,235,Kentucky,Whitley County,35637,36264
50,3,6,21,237,Kentucky,Wolfe County,7355,7157
50,3,6,21,239,Kentucky,Woodford County,24939,26734
40,3,7,22,000,Louisiana,Louisiana,4533372,4648794
50,3,7,22,001,Louisiana,Acadia Parish,61773,62045
50,3,7,22,003,Louisiana,Allen Parish,25764,25627
50,3,7,22,005,Louisiana,Ascension Parish,107215,126604
50,3,7,22,007,Louisiana,Assumption Parish,23421,21891
50,3,7,22,009,Louisiana,Avoyelles Parish,42073,40144
50,3,7,22,011,Louisiana,Beauregard Parish,35654,37497
50,3,7,22,013,Louisiana,Bienville Parish,14353,13241
50,3,7,22,015,Louisiana,Bossier Parish,116979,127039
50,3,7,22,017,Louisiana,Caddo Parish,254969,240204
50,3,7,22,019,Louisiana,Calcasieu Parish,192768,203436
50,3,7,22,021,Louisiana,Caldwell Parish,10132,9918
50,3,7,22,023,Louisiana,Cameron Parish,6839,6973
50,3,7,22,025,Louisiana,Catahoula Parish,10407,9494
50,3,7,22,027,Louisiana,Claiborne Parish,17195,15670
50,3,7,22,029,Louisiana,Concordia Parish,20822,19259
50,3,7,22,031,Louisiana,De Soto Parish,26656,27463
50,3,7,22,033,Louisiana,East Baton Rouge Parish,440171,440059
50,3,7,22,035,Louisiana,East Carroll Parish,7759,6861
50,3,7,22,037,Louisiana,East Feliciana Parish,20267,19135
50,3,7,22,039,Louisiana,Evangeline Parish,33984,33395
50,3,7,22,041,Louisiana,Franklin Parish,20767,20015
50,3,7,22,043,Louisiana,Grant Parish,22309,22389
50,3,7,22,045,Louisiana,Iberia Parish,73240,69830
50,3,7,22,047,Louisiana,Iberville Parish,33387,32511
50,3,7,22,049,Louisiana,Jackson Parish,16274,15744
50,3,7,22,051,Louisiana,Jefferson Parish,432552,432493
50,3,7,22,053,Louisiana,Jefferson Davis Parish,31594,31368
50,3,7,22,055,Louisiana,Lafayette Parish,221578,244390
50,3,7,22,057,Louisiana,Lafourche Parish,96318,97614
50,3,7,22,059,Louisiana,LaSalle Parish,14890,14892
50,3,7,22,061,Louisiana,Lincoln Parish,46735,46742
50,3,7,22,063,Louisiana,Livingston Parish,128026,140789
50,3,7,22,065,Louisiana,Madison Parish,12093,10951
50,3,7,22,067,Louisiana,Morehouse Parish,27979,24874
50,3,7,22,069,Louisiana,Natchitoches Parish,39566,38158
50,3,7,22,071,Louisiana,Orleans Parish,343829,390144
50,3,7,22,073,Louisiana,Ouachita Parish,153720,153279
50,3,7,22,075,Louisiana,Plaquemines Parish,23042,23197
50,3,7,22,077,Louisiana,Pointe Coupee Parish,22802,21730
50,3,7,22,079,Louisiana,Rapides Parish,131613,129648
50,3,7,22,081,Louisiana,Red River Parish,9091,8442
50,3,7,22,083,Louisiana,Richland Parish,20725,20122
50,3,7,22,085,Louisiana,Sabine Parish,24233,23884
50,3,7,22,087,Louisiana,St. Bernard Parish,35897,47244
50,3,7,22,089,Louisiana,St. Charles Parish,52780,53100
50,3,7,22,091,Louisiana,St. Helena Parish,11203,10132
50,3,7,22,093,Louisiana,St. James Parish,22102,21096
50,3,7,22,095,Louisiana,St. John the Baptist Parish,45924,42837
50,3,7,22,097,Louisiana,St. Landry Parish,83384,82124
50,3,7,22,099,Louisiana,St. Martin Parish,52160,53431
50,3,7,22,101,Louisiana,St. Mary Parish,54650,49348
50,3,7,22,103,Louisiana,St. Tammany Parish,233740,260419
50,3,7,22,105,Louisiana,Tangipahoa Parish,121097,134758
50,3,7,22,107,Louisiana,Tensas Parish,5252,4334
50,3,7,22,109,Louisiana,Terrebonne Parish,111860,110461
50,3,7,22,111,Louisiana,Union Parish,22721,22108
50,3,7,22,113,Louisiana,Vermilion Parish,57999,59511
50,3,7,22,115,Louisiana,Vernon Parish,52334,47429
50,3,7,22,117,Louisiana,Washington Parish,47168,46194
50,3,7,22,119,Louisiana,Webster Parish,41207,38340
50,3,7,22,121,Louisiana,West Baton Rouge Parish,23788,26465
50,3,7,22,123,Louisiana,West Carroll Parish,11604,10830
50,3,7,22,125,Louisiana,West Feliciana Parish,15625,15568
50,3,7,22,127,Louisiana,Winn Parish,15313,13904
40,1,1,23,000,Maine,Maine,1328361,1344212
50,1,1,23,001,Maine,Androscoggin County,107702,108277
50,1,1,23,003,Maine,Aroostook County,71870,67055
50,1,1,23,005,Maine,Cumberland County,281674,295003
50,1,1,23,007,Maine,Franklin County,30768,30199
50,1,1,23,009,Maine,Hancock County,54418,54987
50,1,1,23,011,Maine,Kennebec County,122151,122302
50,1,1,23,013,Maine,Knox County,39736,39772
50,1,1,23,015,Maine,Lincoln County,34457,34634
50,1,1,23,017,Maine,Oxford County,57833,57975
50,1,1,23,019,Maine,Penobscot County,153923,152148
50,1,1,23,021,Maine,Piscataquis County,17535,16785
50,1,1,23,023,Maine,Sagadahoc County,35293,35856
50,1,1,23,025,Maine,Somerset County,52228,50484
50,1,1,23,027,Maine,Waldo County,38786,39715
50,1,1,23,029,Maine,Washington County,32856,31379
50,1,1,23,031,Maine,York County,197131,207641
40,3,5,24,000,Maryland,Maryland,5773552,6045680
50,3,5,24,001,Maryland,Allegany County,75087,70416
50,3,5,24,003,Maryland,Anne Arundel County,537656,579234
50,3,5,24,005,Maryland,Baltimore County,805029,827370
50,3,5,24,009,Maryland,Calvert County,88737,92525
50,3,5,24,011,Maryland,Caroline County,33066,33406
50,3,5,24,013,Maryland,Carroll County,167134,168447
50,3,5,24,015,Maryland,Cecil County,101108,102855
50,3,5,24,017,Maryland,Charles County,146551,163257
50,3,5,24,019,Maryland,Dorchester County,32618,31929
50,3,5,24,021,Maryland,Frederick County,233385,259547
50,3,5,24,023,Maryland,Garrett County,30097,29014
50,3,5,24,025,Maryland,Harford County,244826,255441
50,3,5,24,027,Maryland,Howard County,287085,325690
50,3,5,24,029,Maryland,Kent County,20197,19422
50,3,5,24,031,Maryland,Montgomery County,971777,1050688
50,3,5,24,033,Maryland,Prince George's County,863420,909327
50,3,5,24,035,Maryland,Queen Anne's County,47798,50381
50,3,5,24,037,Maryland,St. Mary's County,105151,113510
50,3,5,24,039,Maryland,Somerset County,26470,25616
50,3,5,24,041,Maryland,Talbot County,37782,37181
50,3,5,24,043,Maryland,Washington County,147430,151049
50,3,5,24,045,Maryland,Wicomico County,98733,103609
50,3,5,24,047,Maryland,Worcester County,51454,52276
50,3,5,24,510,Maryland,Baltimore city,620961,593490
40,1,1,25,000,Massachusetts,Massachusetts,6547629,6892503
50,1,1,25,001,Massachusetts,Barnstable County,215888,212990
50,1,1,25,003,Massachusetts,Berkshire County,131219,124944
50,1,1,25,005,Massachusetts,Bristol County,548285,565217
50,1,1,25,007,Massachusetts,Dukes County,16535,17332
50,1,1,25,009,Massachusetts,Essex County,743159,789034
50,1,1,25,011,Massachusetts,Franklin County,71372,70180
50,1,1,25,013,Massachusetts,Hampden County,463490,466372
50,1,1,25,015,Massachusetts,Hampshire County,158080,160830
50,1,1,25,017,Massachusetts,Middlesex County,1503085,1611699
50,1,1,25,019,Massachusetts,Nantucket County,10172,11399
50,1,1,25,021,Massachusetts,Norfolk County,670850,706775
50,1,1,25,023,Massachusetts,Plymouth County,494919,521202
50,1,1,25,025,Massachusetts,Suffolk County,722023,803907
50,1,1,25,027,Massachusetts,Worcester County,798552,830622
40,2,3,26,000,Michigan,Michigan,9883640,9986857
50,2,3,26,001,Michigan,Alcona County,10942,10405
50,2,3,26,003,Michigan,Alger County,9601,9108
50,2,3,26,005,Michigan,Allegan County,111408,118081
50,2,3,26,007,Michigan,Alpena County,29598,28405
50,2,3,26,009,Michigan,Antrim County,23580,23324
50,2,3,26,011,Michigan,Arenac County,15899,14883
50,2,3,26,013,Michigan,Baraga County,8860,8209
50,2,3,26,015,Michigan,Barry County,59173,61550
50,2,3,26,017,Michigan,Bay County,107771,103126
50,2,3,26,019,Michigan,Benzie County,17525,17766
50,2,3,26,021,Michigan,Berrien County,156813,153401
50,2,3,26,023,Michigan,Branch County,45248,43517
50,2,3,26,025,Michigan,Calhoun County,136146,134159
50,2,3,26,027,Michigan,Cass County,52293,51787
50,2,3,26,029,Michigan,Charlevoix County,25949,26143
50,2,3,26,031,Michigan,Cheboygan County,26152,25276
50,2,3,26,033,Michigan,Chippewa County,38520,37349
50,2,3,26,035,Michigan,Clare County,30926,30950
50,2,3,26,037,Michigan,Clinton County,75382,79595
50,2,3,26,039,Michigan,Crawford County,14074,14029
50,2,3,26,041,Michigan,Delta County,37069,35784
50,2,3,26,043,Michigan,Dickinson County,26168,25239
50,2,3,26,045,Michigan,Eaton County,107759,110268
50,2,3,26,047,Michigan,Emmet County,32694,33415
50,2,3,26,049,Michigan,Genesee County,425790,405813
50,2,3,26,051,Michigan,Gladwin County,25692,25449
50,2,3,26,053,Michigan,Gogebic County,16427,13975
50,2,3,26,055,Michigan,Grand Traverse County,86986,93088
50,2,3,26,057,Michigan,Gratiot County,42476,40711
50,2,3,26,059,Michigan,Hillsdale County,46688,45605
50,2,3,26,061,Michigan,Houghton County,36628,35684
50,2,3,26,063,Michigan,Huron County,33118,30981
50,2,3,26,065,Michigan,Ingham County,280895,292406
50,2,3,26,067,Michigan,Ionia County,63905,64697
50,2,3,26,069,Michigan,Iosco County,25887,25127
50,2,3,26,071,Michigan,Iron County,11817,11066
50,2,3,26,073,Michigan,Isabella County,70311,69872
50,2,3,26,075,Michigan,Jackson County,160248,158510
50,2,3,26,077,Michigan,Kalamazoo County,250331,265066
50,2,3,26,079,Michigan,Kalkaska County,17153,18038
50,2,3,26,081,Michigan,Kent County,602622,656955
50,2,3,26,083,Michigan,Keweenaw County,2156,2116
50,2,3,26,085,Michigan,Lake County,11539,11853
50,2,3,26,087,Michigan,Lapeer County,88319,87607
50,2,3,26,089,Michigan,Leelanau County,21708,21761
50,2,3,26,091,Michigan,Lenawee County,99892,98451
50,2,3,26,093,Michigan,Livingston County,180967,191995
50,2,3,26,095,Michigan,Luce County,6631,6229
50,2,3,26,097,Michigan,Mackinac County,11113,10799
50,2,3,26,099,Michigan,Macomb County,840978,873972
50,2,3,26,101,Michigan,Manistee County,24733,24558
50,2,3,26,103,Michigan,Marquette County,67077,66699
50,2,3,26,105,Michigan,Mason County,28705,29144
50,2,3,26,107,Michigan,Mecosta County,42798,43453
50,2,3,26,109,Michigan,Menominee County,24029,22780
50,2,3,26,111,Michigan,Midland County,83629,83156
50,2,3,26,113,Michigan,Missaukee County,14849,15118
50,2,3,26,115,Michigan,Monroe County,152021,150500
50,2,3,26,117,Michigan,Montcalm County,63342,63888
50,2,3,26,119,Michigan,Montmorency County,9765,9328
50,2,3,26,121,Michigan,Muskegon County,172188,173566
50,2,3,26,123,Michigan,Newaygo County,48460,48980
50,2,3,26,125,Michigan,Oakland County,1202362,1257584
50,2,3,26,127,Michigan,Oceana County,26570,26467
50,2,3,26,129,Michigan,Ogemaw County,21699,20997
50,2,3,26,131,Michigan,Ontonagon County,6780,5720
50,2,3,26,133,Michigan,Osceola County,23528,23460
50,2,3,26,135,Michigan,Oscoda County,8640,8241
50,2,3,26,137,Michigan,Otsego County,24164,24668
50,2,3,26,139,Michigan,Ottawa County,263801,291830
50,2,3,26,141,Michigan,Presque Isle County,13376,12592
50,2,3,26,143,Michigan,Roscommon County,24449,24019
50,2,3,26,145,Michigan,Saginaw County,200169,190539
50,2,3,26,147,Michigan,St. Clair County,163040,159128
50,2,3,26,149,Michigan,St. Joseph County,61295,60964
50,2,3,26,151,Michigan,Sanilac County,43114,41170
50,2,3,26,153,Michigan,Schoolcraft County,8485,8094
50,2,3,26,155,Michigan,Shiawassee County,70648,68122
50,2,3,26,157,Michigan,Tuscola County,55729,52245
50,2,3,26,159,Michigan,Van Buren County,76258,75677
50,2,3,26,161,Michigan,Washtenaw County,344791,367601
50,2,3,26,163,Michigan,Wayne County,1820584,1749343
50,2,3,26,165,Michigan,Wexford County,32735,33631
40,2,4,27,000,Minnesota,Minnesota,5303925,5639632
50,2,4,27,001,Minnesota,Aitkin County,16202,15886
50,2,4,27,003,Minnesota,Anoka County,330844,356921
50,2,4,27,005,Minnesota,Becker County,32504,34423
50,2,4,27,007,Minnesota,Beltrami County,44442,47188
50,2,4,27,009,Minnesota,Benton County,38451,40889
50,2,4,27,011,Minnesota,Big Stone County,5269,4991
50,2,4,27,013,Minnesota,Blue Earth County,64013,67653
50,2,4,27,015,Minnesota,Brown County,25893,25008
50,2,4,27,017,Minnesota,Carlton County,35386,35871
50,2,4,27,019,Minnesota,Carver County,91042,105089
50,2,4,27,021,Minnesota,Cass County,28567,29779
50,2,4,27,023,Minnesota,Chippewa County,12441,11800
50,2,4,27,025,Minnesota,Chisago County,53887,56579
50,2,4,27,027,Minnesota,Clay County,58999,64222
50,2,4,27,029,Minnesota,Clearwater County,8695,8818
50,2,4,27,031,Minnesota,Cook County,5176,5463
50,2,4,27,033,Minnesota,Cottonwood County,11687,11196
50,2,4,27,035,Minnesota,Crow Wing County,62500,65055
50,2,4,27,037,Minnesota,Dakota County,398552,429021
50,2,4,27,039,Minnesota,Dodge County,20087,20934
50,2,4,27,041,Minnesota,Douglas County,36009,38141
50,2,4,27,043,Minnesota,Faribault County,14553,13653
50,2,4,27,045,Minnesota,Fillmore County,20866,21067
50,2,4,27,047,Minnesota,Freeborn County,31255,30281
50,2,4,27,049,Minnesota,Goodhue County,46183,46340
50,2,4,27,051,Minnesota,Grant County,6018,5972
50,2,4,27,053,Minnesota,Hennepin County,1152425,1265843
50,2,4,27,055,Minnesota,Houston County,19027,18600
50,2,4,27,057,Minnesota,Hubbard County,20428,21491
50,2,4,27,059,Minnesota,Isanti County,37816,40596
50,2,4,27,061,Minnesota,Itasca County,45058,45130
50,2,4,27,063,Minnesota,Jackson County,10266,9846
50,2,4,27,065,Minnesota,Kanabec County,16239,16337
50,2,4,27,067,Minnesota,Kandiyohi County,42239,43199
50,2,4,27,069,Minnesota,Kittson County,4552,4298
50,2,4,27,071,Minnesota,Koochiching County,13311,12229
50,2,4,27,073,Minnesota,Lac qui Parle County,7259,6623
50,2,4,27,075,Minnesota,Lake County,10866,10641
50,2,4,27,077,Minnesota,Lake of the Woods County,4045,3740
50,2,4,27,079,Minnesota,Le Sueur County,27703,28887
50,2,4,27,081,Minnesota,Lincoln County,5896,5639
50,2,4,27,083,Minnesota,Lyon County,25857,25474
50,2,4,27,085,Minnesota,McLeod County,36651,35893
50,2,4,27,087,Minnesota,Mahnomen County,5413,5527
50,2,4,27,089,Minnesota,Marshall County,9439,9336
50,2,4,27,091,Minnesota,Martin County,20840,19683
50,2,4,27,093,Minnesota,Meeker County,23300,23222
50,2,4,27,095,Minnesota,Mille Lacs County,26097,26277
50,2,4,27,097,Minnesota,Morrison County,33198,33386
50,2,4,27,099,Minnesota,Mower County,39163,40062
50,2,4,27,101,Minnesota,Murray County,8725,8194
50,2,4,27,103,Minnesota,Nicollet County,32727,34274
50,2,4,27,105,Minnesota,Nobles County,21378,21629
50,2,4,27,107,Minnesota,Norman County,6852,6375
50,2,4,27,109,Minnesota,Olmsted County,144248,158293
50,2,4,27,111,Minnesota,Otter Tail County,57303,58746
50,2,4,27,113,Minnesota,Pennington County,13930,14119
50,2,4,27,115,Minnesota,Pine County,29750,29579
50,2,4,27,117,Minnesota,Pipestone County,9596,9126
50,2,4,27,119,Minnesota,Polk County,31600,31364
50,2,4,27,121,Minnesota,Pope County,10995,11249
50,2,4,27,123,Minnesota,Ramsey County,508640,550321
50,2,4,27,125,Minnesota,Red Lake County,4089,4055
50,2,4,27,127,Minnesota,Redwood County,16059,15170
50,2,4,27,129,Minnesota,Renville County,15730,14548
50,2,4,27,131,Minnesota,Rice County,64142,66972
50,2,4,27,133,Minnesota,Rock County,9687,9315
50,2,4,27,135,Minnesota,Roseau County,15629,15165
50,2,4,27,137,Minnesota,St. Louis County,200226,199070
50,2,4,27,139,Minnesota,Scott County,129928,149013
50,2,4,27,141,Minnesota,Sherburne County,88499,97238
50,2,4,27,143,Minnesota,Sibley County,15226,14865
50,2,4,27,145,Minnesota,Stearns County,150642,161075
50,2,4,27,147,Minnesota,Steele County,36576,36649
50,2,4,27,149,Minnesota,Stevens County,9726,9805
50,2,4,27,151,Minnesota,Swift County,9783,9266
50,2,4,27,153,Minnesota,Todd County,24895,24664
50,2,4,27,155,Minnesota,Traverse County,3558,3259
50,2,4,27,157,Minnesota,Wabasha County,21676,21627
50,2,4,27,159,Minnesota,Wadena County,13843,13682
50,2,4,27,161,Minnesota,Waseca County,19136,18612
50,2,4,27,163,Minnesota,Washington County,238136,262440
50,2,4,27,165,Minnesota,Watonwan County,11211,10897
50,2,4,27,167,Minnesota,Wilkin County,6576,6207
50,2,4,27,169,Minnesota,Winona County,51461,50484
50,2,4,27,171,Minnesota,Wright County,124700,138377
50,2,4,27,173,Minnesota,Yellow Medicine County,10438,9709
40,3,6,28,000,Mississippi,Mississippi,2967297,2976149
50,3,6,28,001,Mississippi,Adams County,32297,30693
50,3,6,28,003,Mississippi,Alcorn County,37057,36953
50,3,6,28,005,Mississippi,Amite County,13131,12297
50,3,6,28,007,Mississippi,Attala County,19564,18174
50,3,6,28,009,Mississippi,Benton County,8729,8259
50,3,6,28,011,Mississippi,Bolivar County,34145,30628
50,3,6,28,013,Mississippi,Calhoun County,14962,14361
50,3,6,28,015,Mississippi,Carroll County,10597,9947
50,3,6,28,017,Mississippi,Chickasaw County,17392,17103
50,3,6,28,019,Mississippi,Choctaw County,8547,8210
50,3,6,28,021,Mississippi,Claiborne County,9604,8988
50,3,6,28,023,Mississippi,Clarke County,16732,15541
50,3,6,28,025,Mississippi,Clay County,20634,19316
50,3,6,28,027,Mississippi,Coahoma County,26151,22124
50,3,6,28,029,Mississippi,Copiah County,29449,28065
50,3,6,28,031,Mississippi,Covington County,19568,18636
50,3,6,28,033,Mississippi,DeSoto County,161252,184945
50,3,6,28,035,Mississippi,Forrest County,74934,74897
50,3,6,28,037,Mississippi,Franklin County,8118,7713
50,3,6,28,039,Mississippi,George County,22578,24500
50,3,6,28,041,Mississippi,Greene County,14400,13586
50,3,6,28,043,Mississippi,Grenada County,21906,20758
50,3,6,28,045,Mississippi,Hancock County,43929,47632
50,3,6,28,047,Mississippi,Harrison County,187105,208080
50,3,6,28,049,Mississippi,Hinds County,245285,231840
50,3,6,28,051,Mississippi,Holmes County,19198,17010
50,3,6,28,053,Mississippi,Humphreys County,9375,8064
50,3,6,28,055,Mississippi,Issaquena County,1406,1327
50,3,6,28,057,Mississippi,Itawamba County,23401,23390
50,3,6,28,059,Mississippi,Jackson County,139668,143617
50,3,6,28,061,Mississippi,Jasper County,17062,16383
50,3,6,28,063,Mississippi,Jefferson County,7726,6990
50,3,6,28,065,Mississippi,Jefferson Davis County,12487,11128
50,3,6,28,067,Mississippi,Jones County,67761,68098
50,3,6,28,069,Mississippi,Kemper County,10456,9742
50,3,6,28,071,Mississippi,Lafayette County,47351,54019
50,3,6,28,073,Mississippi,Lamar County,55658,63343
50,3,6,28,075,Mississippi,Lauderdale County,80261,74125
50,3,6,28,077,Mississippi,Lawrence County,12929,12586
50,3,6,28,079,Mississippi,Leake County,23805,22786
50,3,6,28,081,Mississippi,Lee County,82910,85436
50,3,6,28,083,Mississippi,Leflore County,32317,28183
50,3,6,28,085,Mississippi,Lincoln County,34869,34153
50,3,6,28,087,Mississippi,Lowndes County,59779,58595
50,3,6,28,089,Mississippi,Madison County,95203,106272
50,3,6,28,091,Mississippi,Marion County,27088,24573
50,3,6,28,093,Mississippi,Marshall County,37144,35294
50,3,6,28,095,Mississippi,Monroe County,36989,35252
50,3,6,28,097,Mississippi,Montgomery County,10925,9775
50,3,6,28,099,Mississippi,Neshoba County,29676,29118
50,3,6,28,101,Mississippi,Newton County,21720,21018
50,3,6,28,103,Mississippi,Noxubee County,11545,10417
50,3,6,28,105,Mississippi,Oktibbeha County,47671,49587
50,3,6,28,107,Mississippi,Panola County,34707,34192
50,3,6,28,109,Mississippi,Pearl River County,55834,55535
50,3,6,28,111,Mississippi,Perry County,12250,11973
50,3,6,28,113,Mississippi,Pike County,40404,39288
50,3,6,28,115,Mississippi,Pontotoc County,29957,32174
50,3,6,28,117,Mississippi,Prentiss County,25276,25126
50,3,6,28,119,Mississippi,Quitman County,8223,6792
50,3,6,28,121,Mississippi,Rankin County,141617,155271
50,3,6,28,123,Mississippi,Scott County,28264,28124
50,3,6,28,125,Mississippi,Sharkey County,4916,4321
50,3,6,28,127,Mississippi,Simpson County,27503,26658
50,3,6,28,129,Mississippi,Smith County,16491,15916
50,3,6,28,131,Mississippi,Stone County,17786,18336
50,3,6,28,133,Mississippi,Sunflower County,29450,25110
50,3,6,28,135,Mississippi,Tallahatchie County,15378,13809
50,3,6,28,137,Mississippi,Tate County,28886,28321
50,3,6,28,139,Mississippi,Tippah County,22232,22015
50,3,6,28,141,Mississippi,Tishomingo County,19593,19383
50,3,6,28,143,Mississippi,Tunica County,10778,9632
50,3,6,28,145,Mississippi,Union County,27134,28815
50,3,6,28,147,Mississippi,Walthall County,15443,14286
50,3,6,28,149,Mississippi,Warren County,48773,45381
50,3,6,28,151,Mississippi,Washington County,51137,43909
50,3,6,28,153,Mississippi,Wayne County,20747,20183
50,3,6,28,155,Mississippi,Webster County,10253,9689
50,3,6,28,157,Mississippi,Wilkinson County,9878,8630
50,3,6,28,159,Mississippi,Winston County,19198,17955
50,3,6,28,161,Mississippi,Yalobusha County,12678,12108
50,3,6,28,163,Mississippi,Yazoo County,28065,29690
40,2,4,29,000,Missouri,Missouri,5988927,6137428
50,2,4,29,001,Missouri,Adair County,25607,25343
50,2,4,29,003,Missouri,Andrew County,17291,17712
50,2,4,29,005,Missouri,Atchison County,5685,5143
50,2,4,29,007,Missouri,Audrain County,25529,25388
50,2,4,29,009,Missouri,Barry County,35597,35789
50,2,4,29,011,Missouri,Barton County,12402,11754
50,2,4,29,013,Missouri,Bates County,17049,16172
50,2,4,29,015,Missouri,Benton County,19056,19443
50,2,4,29,017,Missouri,Bollinger County,12363,12133
50,2,4,29,019,Missouri,Boone County,162642,180463
50,2,4,29,021,Missouri,Buchanan County,89201,87364
50,2,4,29,023,Missouri,Butler County,42794,42478
50,2,4,29,025,Missouri,Caldwell County,9424,9020
50,2,4,29,027,Missouri,Callaway County,44332,44743
50,2,4,29,029,Missouri,Camden County,44002,46305
50,2,4,29,031,Missouri,Cape Girardeau County,75674,78871
50,2,4,29,033,Missouri,Carroll County,9295,8679
50,2,4,29,035,Missouri,Carter County,6265,5982
50,2,4,29,037,Missouri,Cass County,99478,105780
50,2,4,29,039,Missouri,Cedar County,13982,14349
50,2,4,29,041,Missouri,Chariton County,7831,7426
50,2,4,29,043,Missouri,Christian County,77422,88595
50,2,4,29,045,Missouri,Clark County,7139,6797
50,2,4,29,047,Missouri,Clay County,221939,249948
50,2,4,29,049,Missouri,Clinton County,20743,20387
50,2,4,29,051,Missouri,Cole County,75990,76745
50,2,4,29,053,Missouri,Cooper County,17601,17709
50,2,4,29,055,Missouri,Crawford County,24696,23920
50,2,4,29,057,Missouri,Dade County,7883,7561
50,2,4,29,059,Missouri,Dallas County,16777,16878
50,2,4,29,061,Missouri,Daviess County,8433,8278
50,2,4,29,063,Missouri,DeKalb County,12892,12547
50,2,4,29,065,Missouri,Dent County,15657,15573
50,2,4,29,067,Missouri,Douglas County,13684,13185
50,2,4,29,069,Missouri,Dunklin County,31953,29131
50,2,4,29,071,Missouri,Franklin County,101492,103967
50,2,4,29,073,Missouri,Gasconade County,15222,14706
50,2,4,29,075,Missouri,Gentry County,6738,6571
50,2,4,29,077,Missouri,Greene County,275174,293086
50,2,4,29,079,Missouri,Grundy County,10261,9850
50,2,4,29,081,Missouri,Harrison County,8957,8352
50,2,4,29,083,Missouri,Henry County,22272,21824
50,2,4,29,085,Missouri,Hickory County,9627,9544
50,2,4,29,087,Missouri,Holt County,4912,4403
50,2,4,29,089,Missouri,Howard County,10144,10001
50,2,4,29,091,Missouri,Howell County,40400,40117
50,2,4,29,093,Missouri,Iron County,10630,10125
50,2,4,29,095,Missouri,Jackson County,674158,703011
50,2,4,29,097,Missouri,Jasper County,117404,121328
50,2,4,29,099,Missouri,Jefferson County,218733,225081
50,2,4,29,101,Missouri,Johnson County,52595,54062
50,2,4,29,103,Missouri,Knox County,4131,3959
50,2,4,29,105,Missouri,Laclede County,35571,35723
50,2,4,29,107,Missouri,Lafayette County,33381,32708
50,2,4,29,109,Missouri,Lawrence County,38634,38355
50,2,4,29,111,Missouri,Lewis County,10211,9776
50,2,4,29,113,Missouri,Lincoln County,52566,59013
50,2,4,29,115,Missouri,Linn County,12761,11920
50,2,4,29,117,Missouri,Livingston County,15195,15227
50,2,4,29,119,Missouri,McDonald County,23083,22837
50,2,4,29,121,Missouri,Macon County,15566,15117
50,2,4,29,123,Missouri,Madison County,12226,12088
50,2,4,29,125,Missouri,Maries County,9176,8697
50,2,4,29,127,Missouri,Marion County,28781,28530
50,2,4,29,129,Missouri,Mercer County,3785,3617
50,2,4,29,131,Missouri,Miller County,24748,25619
50,2,4,29,133,Missouri,Mississippi County,14358,13180
50,2,4,29,135,Missouri,Moniteau County,15607,16132
50,2,4,29,137,Missouri,Monroe County,8840,8644
50,2,4,29,139,Missouri,Montgomery County,12236,11551
50,2,4,29,141,Missouri,Morgan County,20565,20627
50,2,4,29,143,Missouri,New Madrid County,18956,17076
50,2,4,29,145,Missouri,Newton County,58114,58236
50,2,4,29,147,Missouri,Nodaway County,23370,22092
50,2,4,29,149,Missouri,Oregon County,10881,10529
50,2,4,29,151,Missouri,Osage County,13878,13615
50,2,4,29,153,Missouri,Ozark County,9723,9174
50,2,4,29,155,Missouri,Pemiscot County,18296,15805
50,2,4,29,157,Missouri,Perry County,18971,19136
50,2,4,29,159,Missouri,Pettis County,42201,42339
50,2,4,29,161,Missouri,Phelps County,45156,44573
50,2,4,29,163,Missouri,Pike County,18516,18302
50,2,4,29,165,Missouri,Platte County,89322,104418
50,2,4,29,167,Missouri,Polk County,31137,32149
50,2,4,29,169,Missouri,Pulaski County,52274,52607
50,2,4,29,171,Missouri,Putnam County,4979,4696
50,2,4,29,173,Missouri,Ralls County,10167,10309
50,2,4,29,175,Missouri,Randolph County,25414,24748
50,2,4,29,177,Missouri,Ray County,23494,23018
50,2,4,29,179,Missouri,Reynolds County,6696,6270
50,2,4,29,181,Missouri,Ripley County,14100,13288
